tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast,ident,isCurrent,beginTime,endTime,moveDir,moveSpeed,r7,r10,r12,r7Quad,r10Quad,r12Quad
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-08T08:00:00,140.6,9.1,台风(TY),12.0,35.0,西北偏西,12.0,970.0,460.0,130.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-08T14:00:00,139.8,8.8,台风(TY),13.0,40.0,西北偏西,15.0,960.0,500.0,150.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-09T08:00:00,138.0,9.1,强台风(STY),14.0,45.0,西北偏西,12.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-09T14:00:00,137.2,9.5,强台风(STY),14.0,45.0,西北偏西,15.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-09T20:00:00,136.5,9.8,强台风(STY),15.0,50.0,西北偏西,13.0,940.0,550.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-10T02:00:00,135.8,10.2,强台风(STY),15.0,50.0,西北偏西,13.0,940.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-10T08:00:00,135.2,10.8,强台风(STY),15.0,50.0,西北,15.0,940.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-10T14:00:00,134.4,11.3,强台风(STY),15.0,50.0,西北,15.0,940.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-10T20:00:00,133.6,11.8,强台风(STY),15.0,50.0,西北,16.0,940.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-11T02:00:00,132.9,12.5,强台风(STY),15.0,50.0,西北,14.0,940.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-11T08:00:00,132.4,13.2,强台风(STY),14.0,45.0,西北,13.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-11T14:00:00,131.6,13.5,强台风(STY),14.0,45.0,西北,15.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-11T20:00:00,131.3,14.1,强台风(STY),14.0,45.0,西北偏北,13.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-12T02:00:00,131.2,14.8,强台风(STY),14.0,45.0,偏北,13.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-12T08:00:00,131.0,15.5,强台风(STY),14.0,45.0,偏北,13.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-12T14:00:00,130.9,15.6,强台风(STY),14.0,45.0,偏北,14.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-12T20:00:00,131.0,16.1,强台风(STY),14.0,45.0,东北偏北,15.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-13T02:00:00,131.2,16.8,强台风(STY),14.0,45.0,东北偏北,15.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-13T08:00:00,131.6,17.2,强台风(STY),14.0,45.0,东北,16.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-13T14:00:00,132.0,17.8,强台风(STY),14.0,45.0,东北,19.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-13T20:00:00,132.5,18.6,强台风(STY),14.0,45.0,东北,22.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-14T02:00:00,133.1,19.5,强台风(STY),14.0,45.0,东北,25.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-14T08:00:00,133.9,20.4,强台风(STY),14.0,45.0,东北,27.0,950.0,500.0,200.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-14T14:00:00,134.9,21.4,台风(TY),13.0,40.0,东北,27.0,960.0,440.0,180.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-14T20:00:00,136.3,22.2,台风(TY),13.0,40.0,东北,40.0,960.0,440.0,80.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-15T02:00:00,138.0,23.2,台风(TY),12.0,35.0,东北,39.0,970.0,400.0,160.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-15T08:00:00,138.9,24.0,台风(TY),12.0,33.0,东北,36.0,975.0,400.0,160.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-15T14:00:00,141.0,24.4,强热带风暴(STS),10.0,28.0,东北偏东,42.0,980.0,400.0,160.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-15T20:00:00,143.5,25.5,强热带风暴(STS),10.0,28.0,东北偏东,40.0,980.0,350.0,100.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-16T02:00:00,145.6,26.3,强热带风暴(STS),10.0,25.0,东北偏东,44.0,985.0,350.0,100.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-16T08:00:00,148.2,27.7,强热带风暴(STS),10.0,25.0,东北偏东,60.0,985.0,350.0,100.0,,,,,,,,,,,,,,
200401,苏特,SUDAL,0.0,2004-04-08T08:00:00,2004-04-16T14:00:00,[],2004-04-16T14:00:00,150.7,28.5,热带风暴(TS),8.0,20.0,东北偏东,59.0,990.0,350.0,,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-16T14:00:00,126.4,11.9,强台风(STY),14.0,45.0,西北,20.0,950.0,420.0,160.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-16T20:00:00,125.6,12.6,强台风(STY),15.0,50.0,西北,19.0,940.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-17T02:00:00,124.8,13.5,强台风(STY),15.0,50.0,西北,17.0,940.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-17T08:00:00,124.2,14.1,强台风(STY),15.0,50.0,西北,17.0,945.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-17T14:00:00,123.7,14.6,强台风(STY),15.0,50.0,西北偏北,17.0,940.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-17T20:00:00,123.6,15.2,强台风(STY),15.0,50.0,西北偏北,17.0,940.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-17T23:00:00,123.5,15.7,强台风(STY),15.0,50.0,西北偏北,,940.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-18T02:00:00,123.5,16.1,强台风(STY),15.0,50.0,偏北,17.0,945.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-18T05:00:00,123.4,16.7,强台风(STY),15.0,50.0,西北偏北,18.0,945.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-18T08:00:00,123.5,16.9,强台风(STY),15.0,50.0,偏北,23.0,940.0,450.0,180.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-18T14:00:00,123.5,17.5,超强台风(Super TY),16.0,55.0,偏北,21.0,930.0,500.0,200.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-18T20:00:00,123.9,18.2,超强台风(Super TY),16.0,55.0,东北偏北,24.0,930.0,500.0,200.0,,,,,,,,,,,,,,
200402,妮妲,NIDA,0.0,2004-05-16T14:00:00,2004-05-21T14:00:00,[],2004-05-18T23:00:00,124.0,18.7,强台风(STY),15.0,50.0,东北偏北,,940.0,450.0,180.0,,,,,,,,,,,,,,
