tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast,ident,isCurrent,beginTime,endTime,moveDir,moveSpeed,r7,r10,r12,r7Quad,r10Quad,r12Quad
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-09T08:00:00,149.1,7.2,热带低压(TD),6,12,,,1004,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-09T14:00:00,147.8,7.6,热带低压(TD),6,12,,,1004,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-09T20:00:00,146.3,8.0,热带低压(TD),7,15,,,1002,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-10T02:00:00,144.8,8.5,热带风暴(TS),8,20,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-10T08:00:00,143.3,8.8,强热带风暴(STS),10,25,,,989,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-10T14:00:00,142.0,9.2,强热带风暴(STS),10,25,,,986,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-10T20:00:00,140.7,9.5,台风(TY),12,35,,,977,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-11T02:00:00,139.3,9.8,台风(TY),13,40,,,968,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-11T08:00:00,138.0,10.2,强台风(STY),14,45,,,955,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
198701,-,Orchid,0.0,1987-01-09T08:00:00,1987-01-14T02:00:00,[],1987-01-11T14:00:00,136.9,10.4,强台风(STY),14,45,,,955,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
