tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-01T08:00:00,140.0,7.7,,5,10,,,1004,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-01T14:00:00,139.0,7.4,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-01T20:00:00,137.7,7.2,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-02T02:00:00,136.5,7.0,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-02T08:00:00,135.3,6.9,热带风暴(TS),8,20,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-02T14:00:00,134.5,6.8,强热带风暴(STS),10,25,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-02T20:00:00,133.8,6.8,强热带风暴(STS),10,25,,,997,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-03T02:00:00,132.8,6.8,强热带风暴(STS),10,25,,,997,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-03T08:00:00,132.0,6.8,强热带风暴(STS),11,30,,,997,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195501,-,-,0,1955-01-01T08:00:00,1955-01-08T20:00:00,[],1955-01-03T14:00:00,131.5,6.8,强热带风暴(STS),11,30,,,997,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
