tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast,ident,isCurrent,beginTime,endTime,moveDir,moveSpeed,r7,r10,r12,r7Quad,r10Quad,r12Quad
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-05T08:00:00,136.0,9.6,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-05T14:00:00,135.0,9.9,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-05T20:00:00,134.4,10.2,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-06T02:00:00,133.7,10.7,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-06T08:00:00,133.0,11.1,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-06T14:00:00,132.3,11.8,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-06T20:00:00,132.1,12.5,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-07T02:00:00,131.8,13.0,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-07T08:00:00,131.6,13.2,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-07T14:00:00,131.3,13.4,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-07T20:00:00,131.2,13.7,强热带风暴(STS),10,28,,,980,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-08T02:00:00,131.3,13.8,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-08T08:00:00,131.5,14.0,台风(TY),12,33,,,975,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-08T14:00:00,132.0,14.3,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-08T20:00:00,132.4,14.6,台风(TY),12,35,,,970,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-09T02:00:00,133.0,15.1,台风(TY),13,40,,,965,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-09T08:00:00,133.5,15.6,强台风(STY),14,45,,,955,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-09T14:00:00,134.4,16.4,强台风(STY),15,50,,,945,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-09T20:00:00,135.3,17.3,强台风(STY),15,50,,,940,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-10T02:00:00,136.0,18.7,强台风(STY),15,50,,,935,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-10T08:00:00,136.8,19.5,强台风(STY),15,50,,,935,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-10T14:00:00,137.8,20.8,强台风(STY),14,45,,,945,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-10T20:00:00,138.8,22.2,台风(TY),13,40,,,955,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-11T02:00:00,139.5,23.0,台风(TY),13,40,,,955,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-11T08:00:00,139.9,23.7,台风(TY),12,35,,,965,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-11T14:00:00,141.1,25.1,强热带风暴(STS),11,30,,,975,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-11T20:00:00,142.0,26.0,强热带风暴(STS),10,28,,,980,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-12T02:00:00,143.5,26.9,强热带风暴(STS),10,25,,,980,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-12T08:00:00,145.9,27.7,热带风暴(TS),8,20,,,990,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-12T14:00:00,147.9,28.3,热带风暴(TS),8,18,,,995,,,,,,,,,,,,,,,,
200001,达维,DAMREY,0.0,2000-05-05T08:00:00,2000-05-12T20:00:00,[],2000-05-12T20:00:00,149.5,28.4,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-17T20:00:00,119.2,16.0,,5,10,,,1002,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-18T02:00:00,120.5,16.1,热带低压(TD),6,12,,,1000,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-18T08:00:00,121.2,16.2,热带低压(TD),6,12,,,1000,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-18T14:00:00,122.5,17.9,热带低压(TD),6,12,,,998,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-18T20:00:00,123.3,19.0,热带低压(TD),6,12,,,998,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-19T02:00:00,124.5,20.4,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-19T08:00:00,125.5,21.3,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-19T14:00:00,126.9,22.3,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-19T20:00:00,128.6,23.2,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-20T02:00:00,130.8,24.7,热带风暴(TS),9,23,,,990,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-20T08:00:00,135.0,26.4,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-20T14:00:00,139.0,28.2,热带低压(TD),7,15,,,998,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-20T20:00:00,142.0,30.2,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-21T02:00:00,144.8,31.3,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,
200002,龙王,LONGWANG,0.0,2000-05-17T20:00:00,2000-05-21T08:00:00,[],2000-05-21T08:00:00,146.8,33.5,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-02T20:00:00,133.0,14.0,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-03T02:00:00,132.4,14.4,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-03T08:00:00,132.0,15.3,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-03T14:00:00,132.0,16.2,热带风暴(TS),8,20,,,995,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-03T20:00:00,131.7,16.7,强热带风暴(STS),10,25,,,985,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-04T02:00:00,131.6,17.1,强热带风暴(STS),11,30,,,980,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-04T08:00:00,131.7,17.3,台风(TY),12,33,,,975,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-04T14:00:00,131.7,18.3,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-04T20:00:00,131.6,19.1,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-05T02:00:00,131.4,20.0,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-05T08:00:00,132.0,20.6,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-05T14:00:00,132.5,21.7,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-05T20:00:00,133.0,22.4,强台风(STY),14,45,,,950,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-06T02:00:00,133.6,23.3,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-06T08:00:00,134.2,24.2,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-06T14:00:00,134.7,24.8,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-06T20:00:00,135.5,25.6,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,
200003,鸿雁,KIROGI,0.0,2000-07-02T20:00:00,2000-07-09T08:00:00,[],2000-07-07T02:00:00,136.0,26.8,台风(TY),13,40,,,960,,,,,,,,,,,,,,,,
