tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-07T08:00:00,170.9,4.2,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-07T14:00:00,170.2,4.8,热带风暴(TS),8,20,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-07T20:00:00,169.3,5.3,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-08T02:00:00,168.3,5.7,台风(TY),12,35,,,980,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-08T08:00:00,167.1,6.2,超强台风(Super TY),16,55,,,960,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-08T14:00:00,165.9,6.6,超强台风(Super TY),17,75,,,940,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-08T20:00:00,164.8,7.0,超强台风(Super TY),17,75,,,944,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-09T02:00:00,163.7,7.3,超强台风(Super TY),17,70,,,950,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-09T08:00:00,162.6,7.4,超强台风(Super TY),17,65,,,955,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-09T14:00:00,161.5,7.6,超强台风(Super TY),17,60,,,960,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-09T20:00:00,160.1,7.4,超强台风(Super TY),17,60,,,962,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-10T02:00:00,158.7,7.4,超强台风(Super TY),17,60,,,962,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-10T08:00:00,157.4,7.3,超强台风(Super TY),17,60,,,963,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-10T14:00:00,156.2,7.6,超强台风(Super TY),16,55,,,969,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-10T20:00:00,154.7,7.8,超强台风(Super TY),16,55,,,972,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-11T02:00:00,153.3,7.9,强台风(STY),15,50,,,975,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-11T08:00:00,152.0,7.9,强台风(STY),14,45,,,982,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-11T14:00:00,151.0,7.9,强台风(STY),14,45,,,982,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-11T20:00:00,149.8,7.9,强台风(STY),14,45,,,982,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-12T02:00:00,148.3,8.0,台风(TY),13,40,,,984,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-12T08:00:00,146.9,8.1,强台风(STY),14,45,,,980,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-12T14:00:00,145.6,8.2,强台风(STY),15,50,,,973,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-12T20:00:00,144.2,8.3,强台风(STY),15,50,,,967,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-13T02:00:00,142.8,8.6,超强台风(Super TY),16,55,,,960,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-13T08:00:00,141.7,9.0,超强台风(Super TY),17,60,,,955,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-13T14:00:00,140.4,9.3,超强台风(Super TY),17,60,,,953,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195801,-,-,0,1958-01-07T08:00:00,1958-01-18T08:00:00,[],1958-01-13T20:00:00,139.2,9.6,超强台风(Super TY),17,65,,,948,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
