tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-18T14:00:00,158.3,5.7,,5,10,,,1002,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-18T20:00:00,159.4,6.0,热带低压(TD),6,12,,,1002,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-19T02:00:00,160.4,6.3,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-19T08:00:00,161.5,6.7,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-19T14:00:00,162.5,7.0,热带低压(TD),7,15,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-19T20:00:00,163.6,7.3,热带低压(TD),7,15,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-20T02:00:00,164.7,7.4,热带风暴(TS),8,20,,,994,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-20T08:00:00,166.3,7.5,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-20T14:00:00,167.5,7.7,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195101,-,-,0,1951-03-18T14:00:00,1951-03-27T14:00:00,[],1951-03-20T20:00:00,168.5,8.0,强热带风暴(STS),11,30,,,985,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
