tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast,ident,isCurrent,beginTime,endTime,moveDir,moveSpeed,r7,r10,r12,r7Quad,r10Quad,r12Quad
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-15T14:00:00,163.1,6.9,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-15T20:00:00,161.2,7.6,热带低压(TD),6,12,,,1004,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-16T02:00:00,159.7,8.2,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-16T08:00:00,158.2,8.7,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-16T14:00:00,156.7,9.4,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-16T20:00:00,154.3,10.2,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-17T02:00:00,152.8,11.0,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-17T08:00:00,150.9,11.7,热带低压(TD),7,15,,,1004,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-17T14:00:00,149.5,12.4,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-17T20:00:00,148.6,12.9,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-18T02:00:00,147.8,13.2,热带低压(TD),7,15,,,1002,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-18T08:00:00,146.8,13.6,热带低压(TD),7,15,,,1000,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-18T14:00:00,146.6,14.1,热带风暴(TS),8,18,,,998,,,,,,,,,,,,,,,,
200301,欣欣,YANYAN,0.0,2003-01-15T14:00:00,2003-01-21T08:00:00,[],2003-01-18T20:00:00,146.8,14.5,热带风暴(TS),8,18,,,998,,,,,,,,,,,,,,,,
