tfbh,ident,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-14T14:00:00,157.5,4.3,,5,10,,,1005,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-14T20:00:00,156.7,4.7,,5,10,,,1005,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-15T02:00:00,155.8,5.1,,5,10,,,1005,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-15T08:00:00,155.0,5.3,,5,10,,,1005,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-15T14:00:00,154.1,5.5,,5,10,,,1003,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-15T20:00:00,153.0,5.7,热带低压(TD),6,12,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-16T02:00:00,152.0,6.0,热带低压(TD),7,15,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-16T08:00:00,151.3,6.3,热带风暴(TS),8,20,,,996,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-16T14:00:00,149.7,7.0,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
198101,198101,-,Gerald,0,1981-04-14T14:00:00,1981-04-20T14:00:00,[],1981-04-16T20:00:00,148.0,7.8,强热带风暴(STS),10,25,,,988,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
