tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,remark,forecast
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-08T08:00:00,118.3,20.1,热带低压(TD),6,12,,,1004,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-08T14:00:00,118.8,20.8,热带低压(TD),7,15,,,1002,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-08T20:00:00,118.7,21.6,热带低压(TD),7,15,,,1002,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-09T02:00:00,118.6,22.1,热带低压(TD),7,15,,,1002,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-09T08:00:00,118.6,22.5,热带低压(TD),7,15,,,1002,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-09T14:00:00,119.0,22.8,热带风暴(TS),8,18,,,998,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-09T20:00:00,119.5,22.9,热带风暴(TS),8,18,,,998,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-10T02:00:00,120.3,23.0,热带风暴(TS),8,18,,,998,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-10T08:00:00,119.8,23.9,热带风暴(TS),8,18,,,998,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-10T14:00:00,119.3,24.2,热带低压(TD),7,15,,,1000,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-10T20:00:00,119.1,24.4,热带低压(TD),7,15,,,1000,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-11T02:00:00,118.7,24.5,热带低压(TD),6,12,,,1002,,,,
199801,-,NICHOLE,0,1998-07-08T08:00:00,1998-07-11T08:00:00,[],1998-07-11T08:00:00,118.1,24.4,热带低压(TD),6,12,,,1002,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-01T20:00:00,127.4,14.8,热带低压(TD),7,15,,,1004,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-02T02:00:00,127.0,14.8,热带低压(TD),7,15,,,1004,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-02T08:00:00,126.6,14.8,热带低压(TD),7,15,,,1002,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-02T14:00:00,125.8,14.8,热带低压(TD),7,15,,,1000,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-02T20:00:00,125.2,15.2,热带低压(TD),7,15,,,1000,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-03T02:00:00,124.8,15.9,热带低压(TD),7,15,,,1000,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-03T08:00:00,124.6,17.2,热带风暴(TS),8,18,,,995,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-03T14:00:00,124.0,18.7,热带风暴(TS),9,23,,,990,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-03T20:00:00,123.2,20.2,强热带风暴(STS),10,25,,,985,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-04T02:00:00,122.5,21.4,强热带风暴(STS),11,30,,,980,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-04T08:00:00,121.9,22.2,强热带风暴(STS),11,30,,,980,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-04T14:00:00,121.0,23.4,强热带风暴(STS),11,30,,,980,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-04T20:00:00,120.0,24.6,强热带风暴(STS),10,25,,,985,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-05T02:00:00,119.5,25.5,热带风暴(TS),8,18,,,998,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-05T08:00:00,118.7,25.9,热带风暴(TS),8,18,,,998,,,,
199802,-,OTTO,0,1998-08-01T20:00:00,1998-08-05T14:00:00,[],1998-08-05T14:00:00,118.3,26.2,热带低压(TD),6,12,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-06T20:00:00,127.5,12.5,热带低压(TD),6,12,,,1004,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-07T02:00:00,126.3,13.5,热带低压(TD),6,12,,,1004,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-07T08:00:00,125.5,14.5,热带低压(TD),7,15,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-07T14:00:00,124.5,15.5,热带低压(TD),7,15,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-07T20:00:00,123.8,16.2,热带低压(TD),7,15,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-08T02:00:00,122.9,16.5,热带低压(TD),7,15,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-08T08:00:00,122.0,16.7,热带低压(TD),7,15,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-08T14:00:00,121.0,17.0,热带低压(TD),7,15,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-08T20:00:00,119.9,17.9,热带低压(TD),7,15,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-09T02:00:00,118.9,18.4,热带低压(TD),7,15,,,1000,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-09T08:00:00,117.8,19.0,热带风暴(TS),8,18,,,998,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-09T14:00:00,116.6,19.4,热带风暴(TS),9,23,,,990,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-09T20:00:00,115.9,19.5,热带风暴(TS),9,23,,,990,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-10T02:00:00,115.0,19.8,热带风暴(TS),9,23,,,990,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-10T08:00:00,114.1,20.0,热带风暴(TS),9,23,,,990,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-10T14:00:00,113.2,20.2,强热带风暴(STS),10,25,,,985,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-10T20:00:00,112.5,20.4,强热带风暴(STS),10,25,,,985,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-11T02:00:00,111.8,20.9,强热带风暴(STS),10,25,,,985,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-11T08:00:00,111.3,21.7,强热带风暴(STS),10,25,,,990,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-11T14:00:00,110.2,22.5,热带低压(TD),7,15,,,995,,,,
199803,-,PENNY,0,1998-08-06T20:00:00,1998-08-11T20:00:00,[],1998-08-11T20:00:00,107.4,23.4,,5,10,,,997,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-24T08:00:00,129.2,20.0,热带低压(TD),7,15,,,1004,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-24T14:00:00,129.7,20.7,热带低压(TD),7,15,,,1004,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-24T20:00:00,130.5,22.0,热带低压(TD),7,15,,,1004,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-25T02:00:00,131.5,23.5,热带低压(TD),7,15,,,1002,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-25T08:00:00,132.4,24.3,热带风暴(TS),8,18,,,998,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-25T14:00:00,133.1,24.8,热带风暴(TS),8,18,,,998,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-25T20:00:00,133.6,25.1,热带风暴(TS),9,23,,,990,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-26T02:00:00,134.6,25.2,强热带风暴(STS),10,25,,,985,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-26T08:00:00,135.2,25.0,强热带风暴(STS),11,30,,,980,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-26T14:00:00,136.0,25.0,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-26T20:00:00,136.9,24.5,台风(TY),13,40,,,965,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-27T02:00:00,137.6,24.6,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-27T08:00:00,138.3,24.7,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-27T14:00:00,139.1,24.9,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-27T20:00:00,139.7,25.4,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-28T02:00:00,140.0,25.9,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-28T08:00:00,140.4,26.5,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-28T14:00:00,140.8,27.0,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-28T20:00:00,141.0,27.5,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-29T02:00:00,141.0,27.9,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-29T08:00:00,141.0,28.2,强台风(STY),14,45,,,955,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-29T14:00:00,141.0,28.5,强台风(STY),14,45,,,955,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-29T20:00:00,141.0,28.8,强台风(STY),14,45,,,955,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-30T02:00:00,141.0,29.1,台风(TY),13,40,,,960,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-30T08:00:00,141.0,29.5,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-30T14:00:00,141.2,30.2,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-30T20:00:00,141.6,30.5,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-31T02:00:00,142.2,30.8,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-31T08:00:00,143.0,31.3,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-31T14:00:00,144.1,31.6,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-08-31T20:00:00,144.9,31.3,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-09-01T02:00:00,145.7,30.7,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-09-01T08:00:00,147.0,30.2,台风(TY),13,40,,,965,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-09-01T14:00:00,148.1,29.8,台风(TY),13,40,,,965,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-09-01T20:00:00,149.2,29.3,台风(TY),13,40,,,965,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-09-02T02:00:00,150.2,29.0,台风(TY),12,35,,,970,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-09-02T08:00:00,151.3,28.9,台风(TY),12,33,,,975,,,,
199804,-,REX,0,1998-08-24T08:00:00,1998-09-07T14:00:00,[],1998-09-02T14:00:00,152.3,29.3,台风(TY),12,33,,,975,,,,
