tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast,ident
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1978-12-31T14:00:00,174.0,2.0,热带低压(TD),7,15,,,1002,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1978-12-31T20:00:00,172.6,2.1,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1979-01-01T02:00:00,171.6,2.3,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1979-01-01T08:00:00,171.0,3.0,热带风暴(TS),8,20,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1979-01-01T14:00:00,170.1,3.7,热带风暴(TS),8,20,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1979-01-01T20:00:00,169.6,4.4,热带风暴(TS),8,20,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1979-01-02T02:00:00,169.1,5.0,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1979-01-02T08:00:00,168.7,5.3,强热带风暴(STS),10,25,,,986,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1979-01-02T14:00:00,168.0,5.6,强热带风暴(STS),10,25,,,986,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
197901,-,Alice,0,1978-12-31T14:00:00,1980-01-01T02:00:00,[],1979-01-02T20:00:00,167.7,6.1,强热带风暴(STS),10,25,,,986,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,
