tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-11T06:00:00,146.8,7.0,热带低压(TD),7,17,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-11T12:00:00,146.7,7.6,热带低压(TD),7,17,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-11T18:00:00,146.5,8.4,热带低压(TD),7,17,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-12T00:00:00,146.1,9.2,强热带风暴(STS),10,25,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-12T06:00:00,145.0,10.0,强热带风暴(STS),10,28,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-12T12:00:00,144.0,10.4,强热带风暴(STS),10,28,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-12T18:00:00,142.9,10.5,强热带风暴(STS),11,30,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-13T00:00:00,142.0,10.5,台风(TY),12,33,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-13T06:00:00,140.8,10.6,台风(TY),12,35,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
194801,-,-,0,1948-01-11T06:00:00,1948-01-19T18:00:00,[],1948-01-13T12:00:00,139.8,10.3,台风(TY),12,35,,,,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
