tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-11T02:00:00,170.0,16.0,,0,0,,,1010,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-11T08:00:00,168.7,16.4,,0,0,,,1010,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-11T14:00:00,167.3,17.0,,0,0,,,1010,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-11T20:00:00,165.9,17.7,,0,0,,,1010,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-12T02:00:00,164.8,18.5,,0,0,,,1010,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-12T08:00:00,163.6,19.8,,0,0,,,1010,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-12T14:00:00,162.2,21.0,,0,0,,,1006,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-12T20:00:00,160.7,21.7,热带低压(TD),7,15,,,1004,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-13T02:00:00,159.1,22.4,热带风暴(TS),8,20,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-13T08:00:00,157.4,23.3,热带风暴(TS),8,20,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-13T14:00:00,156.5,24.5,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-13T20:00:00,156.1,25.8,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-14T02:00:00,156.1,26.9,强热带风暴(STS),11,30,,,984,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-14T08:00:00,156.6,28.0,强热带风暴(STS),11,30,,,984,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-14T14:00:00,157.2,29.0,强热带风暴(STS),11,30,,,984,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-14T20:00:00,157.5,30.0,强热带风暴(STS),11,30,,,984,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-15T02:00:00,157.3,31.1,强热带风暴(STS),10,25,,,988,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-15T08:00:00,156.4,32.1,强热带风暴(STS),10,25,,,992,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195001,-,-,0,1950-04-11T02:00:00,1950-04-15T14:00:00,[],1950-04-15T14:00:00,155.0,34.0,强热带风暴(STS),10,25,,,992,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195002,-,-,0,1950-05-06T08:00:00,1950-05-16T02:00:00,[],1950-05-06T08:00:00,150.8,8.6,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195002,-,-,0,1950-05-06T08:00:00,1950-05-16T02:00:00,[],1950-05-06T14:00:00,150.1,8.4,热带风暴(TS),8,20,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195002,-,-,0,1950-05-06T08:00:00,1950-05-16T02:00:00,[],1950-05-06T20:00:00,149.4,8.2,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
195002,-,-,0,1950-05-06T08:00:00,1950-05-16T02:00:00,[],1950-05-07T02:00:00,148.9,8.0,强热带风暴(STS),11,30,,,985,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,
