tfbh,name,ename,is_current,begin_time,end_time,land,time,lng,lat,strong,power,speed,move_dir,move_speed,pressure,radius7,radius10,radius12,radius7_quad,radius10_quad,radius12_quad,remark,forecast,ident,isCurrent,beginTime,endTime,moveDir,moveSpeed,r7,r10,r12,r7Quad,r10Quad,r12Quad
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-28T08:00:00,147.7,5.6,热带风暴(TS),8,20,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-28T14:00:00,146.6,6.2,热带风暴(TS),8,20,,,989,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-28T20:00:00,145.2,6.6,热带风暴(TS),8,20,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-29T02:00:00,144.2,6.8,热带风暴(TS),8,20,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-29T08:00:00,143.6,6.8,热带风暴(TS),8,20,,,997,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-29T14:00:00,143.0,6.9,强热带风暴(STS),10,25,,,997,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-29T20:00:00,141.5,7.8,强热带风暴(STS),10,25,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-30T02:00:00,140.1,9.3,强热带风暴(STS),11,30,,,985,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-30T08:00:00,139.5,10.2,台风(TY),12,35,,,980,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-30T14:00:00,138.6,11.0,台风(TY),13,40,,,975,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-30T20:00:00,138.3,12.2,台风(TY),13,40,,,971,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-31T02:00:00,138.2,13.5,台风(TY),13,40,,,971,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-31T08:00:00,138.4,14.6,强台风(STY),14,45,,,971,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-31T14:00:00,138.7,15.6,强台风(STY),15,50,,,971,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-01-31T20:00:00,139.8,16.6,强台风(STY),14,45,,,975,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-01T02:00:00,141.1,17.4,强台风(STY),14,45,,,985,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-01T08:00:00,142.5,17.9,台风(TY),13,40,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-01T14:00:00,144.3,18.6,台风(TY),12,35,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-01T20:00:00,146.0,19.6,台风(TY),12,35,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-02T02:00:00,148.2,20.7,强热带风暴(STS),11,30,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-02T08:00:00,150.9,21.7,强热带风暴(STS),10,25,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-02T14:00:00,153.6,22.2,热带风暴(TS),8,20,,,995,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-02T20:00:00,157.0,22.6,热带风暴(TS),8,20,,,997,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197601,-,Kathy,0.0,1976-01-28T08:00:00,1976-02-03T02:00:00,[],1976-02-03T02:00:00,160.0,22.6,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-27T14:00:00,152.0,8.1,热带低压(TD),6,12,,,1004,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-27T20:00:00,151.1,8.5,热带低压(TD),6,12,,,1004,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-28T02:00:00,150.3,8.9,热带低压(TD),7,15,,,1004,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-28T08:00:00,149.7,9.3,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-28T14:00:00,149.3,9.6,热带风暴(TS),8,20,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-28T20:00:00,149.1,9.9,热带风暴(TS),8,20,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-29T02:00:00,148.6,10.1,热带风暴(TS),8,20,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-29T08:00:00,147.8,10.2,热带风暴(TS),8,20,,,998,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-29T14:00:00,146.9,9.4,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-02-29T20:00:00,146.2,8.2,热带低压(TD),7,15,,,1000,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-03-01T02:00:00,145.4,6.8,热带低压(TD),7,15,,,1002,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197602,-,Lorna,0.0,1976-02-27T14:00:00,1976-03-01T08:00:00,[],1976-03-01T08:00:00,144.4,5.6,,5,10,,,1004,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-03T08:00:00,139.9,8.4,热带低压(TD),7,15,,,990,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-03T14:00:00,140.5,8.2,热带风暴(TS),8,20,,,989,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-03T20:00:00,140.8,8.1,热带风暴(TS),8,20,,,985,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-04T02:00:00,140.9,8.1,热带风暴(TS),8,20,,,983,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-04T08:00:00,141.1,8.1,热带风暴(TS),8,20,,,980,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-04T14:00:00,141.0,8.3,热带风暴(TS),8,20,,,980,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-04T20:00:00,140.3,7.8,强热带风暴(STS),10,25,,,979,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-05T02:00:00,139.9,7.5,强热带风暴(STS),10,25,,,979,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-05T08:00:00,139.6,7.3,强热带风暴(STS),11,30,,,976,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-05T14:00:00,139.4,7.2,台风(TY),12,35,,,973,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
197603,-,Marie,0.0,1976-04-03T08:00:00,1976-04-16T08:00:00,[],1976-04-05T20:00:00,139.2,7.2,台风(TY),12,35,,,972,,,,"{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}","{'ne': None, 'se': None, 'sw': None, 'nw': None}",,,,,,,,,,,,,,
